monument,monumentLabel,monumentDescription,type,typeLabel,typeDescription,gps_coords,locationLabel,localidadeLabel,image
http://www.wikidata.org/entity/Q62513087,Praia do Creiro,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.97823 38.47987),,Setúbal,http://commons.wikimedia.org/wiki/Special:FilePath/PRAIA%20NA%20BAIA%20DO%20PORTINHO%20DA%20ARRABIDA.jpg
http://www.wikidata.org/entity/Q62565619,Praia de Alpertuche,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.990457 38.467144),Parque Natural da Arrábida,Setúbal,
http://www.wikidata.org/entity/Q64217413,Praia do Dafundo,"praia em Oeiras, Portugal",,,,Point(-9.23957 38.69796),,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Dafundo.%2006-18.jpg
http://www.wikidata.org/entity/Q64382619,Praia das Fontainhas,"praia em Paço de Arcos, Portugal",,,,Point(-9.3016 38.6871),,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Litoral%20entre%20as%20praias%20de%20Pa%C3%A7o%20de%20Arcos%20e%20Oeiras%20%28Portugal%29%20%2880904913%29.jpg
http://www.wikidata.org/entity/Q65558497,Praia do Monte Branco,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.972505 38.480427),Serra da Arrábida,Setúbal,
http://www.wikidata.org/entity/Q65560271,Praia da Rasca,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.927386 38.504087),Serra da Arrábida,Setúbal,
http://www.wikidata.org/entity/Q65619749,Praia do Outão,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.934815 38.488274),Serra da Arrábida,Setúbal,
http://www.wikidata.org/entity/Q65620339,Praia dos Pilotos,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.984313 38.472951),Serra da Arrábida,Setúbal,
http://www.wikidata.org/entity/Q65665648,Praia da Samarra,"praia em Sintra, Portugal",,,,Point(-9.435032 38.896887),,São João das Lampas e Terrugem,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Samarra%2004.jpg
http://www.wikidata.org/entity/Q65769818,Praia de São Bernardino,Praia em São Bernardino (Peniche),,,,Point(-9.346782 39.311116),,Atouguia da Baleia,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20S%C3%A3o%20Bernardino%20-%20Portugal%20%28Peniche%29%2001.jpg
http://www.wikidata.org/entity/Q65769878,Praia dos Frades,Praia em São Bernardino (Peniche),,,,Point(-9.345545 39.306755),,Atouguia da Baleia,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20dos%20Frades%20%28S%C3%A3o%20Bernardino%29.jpg
http://www.wikidata.org/entity/Q66305449,Praia de Alburrica,praia em Barreiro,,,,Point(-9.082761 38.655548),,,http://commons.wikimedia.org/wiki/Special:FilePath/Alburrica%20-%20Barreiro%20-%20Portugal%20%2836671222763%29.jpg
http://www.wikidata.org/entity/Q99534449,Praia da Califórnia,"Praia em Sesimbra, Portugal",,,,Point(-9.09534541 38.441701358),Sesimbra,Santiago,http://commons.wikimedia.org/wiki/Special:FilePath/Sesimbra%20-%20Portugal%20%2850956102918%29.jpg
http://www.wikidata.org/entity/Q99534461,Praia do Ouro,"Praia em Sesimbra, Portugal",,,,Point(-9.107570431 38.442886973),Sesimbra,Santiago,http://commons.wikimedia.org/wiki/Special:FilePath/Sesimbra%20-%20Portugal%20%2849500756742%29.jpg
http://www.wikidata.org/entity/Q99614119,Q99614119,,,,,Point(-8.794255256 37.858964126),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Cerca%20Nova.jpg
http://www.wikidata.org/entity/Q99614657,Q99614657,,,,,Point(-8.795499801 37.8533055),,Porto Covo,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Banho%20-%20Portugal%20%286539053539%29.jpg
http://www.wikidata.org/entity/Q99614690,Q99614690,,,,,Point(-8.794620037 37.854982802),,,http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20covo.jpg
http://www.wikidata.org/entity/Q99614722,Q99614722,,,,,Point(-8.793997764 37.856998904),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20Grande%20-%20Portugal%20%282488195107%29.jpg
http://www.wikidata.org/entity/Q99614755,Q99614755,,,,,Point(-8.795671463 37.849594967),,Porto Covo,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Buizinhos%20-%20Portugal%20%285020571986%29.jpg
http://www.wikidata.org/entity/Q99614769,Q99614769,,,,,Point(-8.792105587 37.849693548),,Porto Covo,http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20Covo%20June%202009-3a.jpg
http://www.wikidata.org/entity/Q107426468,Praia de Troia Mar,,,,,Point(-8.907458 38.4912),,Carvalhal,
http://www.wikidata.org/entity/Q107428786,Praia de Tróia-Galé,,,,,Point(-8.900171 38.479828),,Carvalhal,
http://www.wikidata.org/entity/Q107429548,Praia do Bico das Lulas,,,,,Point(-8.907478 38.486077),,Carvalhal,
http://www.wikidata.org/entity/Q107561131,Zimbralinho,"geosítio no Porto Santo, Madeira, Portugal",,,,Point(-16.387583333 33.032855555),Madeira,Porto Santo,http://commons.wikimedia.org/wiki/Special:FilePath/Columnar-jointed%20Lava%20on%20Porto%20Santo%20island%20Madeira%20-%20Panoramio%2066225306.jpg
http://www.wikidata.org/entity/Q107996612,Praia dos Penedos,"Praia na Serra do Risco, Sesimbra, Portugal",,,,Point(-9.04267 38.44681),,Sesimbra,
http://www.wikidata.org/entity/Q107996677,Praia da Cova,"praia na Serra do Risco, Sesimbra, Portugal",,,,Point(-9.05902 38.44063),,Sesimbra,
http://www.wikidata.org/entity/Q109400917,Praia de Alfarim,"Praia em Sesimbra, Portugal",,,,Point(-9.183027777 38.492361111),,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Alfarim%20-%20Portugal%20%2850093431996%29.jpg
http://www.wikidata.org/entity/Q109412112,Praia de Sesimbra,"Praia em Sesimbra, Portugal (Ouro + Califórnia)",,,,Point(-9.101277777 38.442583333),Sesimbra,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Sesimbra%20-%20vila%20-%20praia%20-%20fortaleza.JPG
http://www.wikidata.org/entity/Q109414153,Praia da Foz,"Praia em Sesimbra, Portugal",,,,Point(-9.198583333 38.453722222),Sesimbra,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Foz%20-%20Portugal%20%2847617639251%29.jpg
http://www.wikidata.org/entity/Q109414618,Praia da Tramagueira,"Praia em Sesimbra, Portugal",,,,Point(-9.185333333 38.483972222),Sesimbra,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Tramagueira%20-%20Portugal%20%28388432282%29.jpg
http://www.wikidata.org/entity/Q109415166,Praia do Rebenta Bois,"Praia em Sesimbra, Portugal",,,,Point(-9.201277777 38.451083333),Sesimbra,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Rebenta%20Bois%20-%20Portugal%20%2849800985191%29.jpg
http://www.wikidata.org/entity/Q110470990,Praia de Porto de Mós,,,,,Point(-8.688111 37.0852694),,Lagos,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Porto%20de%20M%C3%B3s%20-%20Portugal%20%289510919599%29.jpg
http://www.wikidata.org/entity/Q111631939,Praia Velha,praia em Paço de Arcos,,,,Point(-9.291360686 38.693016177),,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20Velha%20Pa%C3%A7o%20de%20Arcos%2000.jpg
http://www.wikidata.org/entity/Q111653821,Clube de Turismo da Madeira,"clube e praia privada no Funchal, Madeira",,,,Point(-16.928983683 32.637458275),,São Martinho,http://commons.wikimedia.org/wiki/Special:FilePath/Clube%20de%20Turismo%20da%20Madeira%2C%20Funchal%20-%202020%20-%20Image%20208557.jpg
